cluster_id,exchange,window_id,date,capital_state_candidate,confidence,direction_candidate,hit2,hit2_5,hit3,loss,timeout,evidence_summary,why_this_state,why_not_other_state,notes
OK-W3_JANUARY-SHORT-9,OKX,W3_JANUARY,2026-01-30,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.7526 cvd60=12403.58 netTaker30=10653.4 bounce=0.268
OK-W3_JANUARY-SHORT-10,OKX,W3_JANUARY,2026-01-31,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.0672 cvd60=7998.04 netTaker30=7465.93 bounce=0.392
OK-W3_JANUARY-SHORT-11,OKX,W3_JANUARY,2026-01-31,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.2578 cvd60=-4647.36 netTaker30=4393.18 bounce=0.245
OK-W3_JANUARY-SHORT-12,OKX,W3_JANUARY,2026-01-31,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.0666 cvd60=-177414.72 netTaker30=-86003.0 bounce=3.442
OK-W3_JANUARY-LONG-13,OKX,W3_JANUARY,2026-01-28,NO_CONTROL_CHOP,0.4,LONG,0,0,0,0,1,depth_imb~0,no control,neither side dominant,di=-0.0056 cvd60=-36519.34 netTaker30=-43534.39 bounce=0.593
OK-W3_JANUARY-LONG-14,OKX,W3_JANUARY,2026-01-28,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.2479 cvd60=-154850.96 netTaker30=-31072.52 bounce=0.532
OK-W3_JANUARY-LONG-15,OKX,W3_JANUARY,2026-01-28,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.166 cvd60=-23503.19 netTaker30=-33761.55 bounce=0.569
OK-W3_JANUARY-LONG-16,OKX,W3_JANUARY,2026-01-29,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0888 cvd60=-36558.02 netTaker30=-372.37 bounce=0.379
OK-W3_JANUARY-LONG-17,OKX,W3_JANUARY,2026-01-29,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.0817 cvd60=-1709.1 netTaker30=-20578.43 bounce=0.626
OK-W3_JANUARY-LONG-18,OKX,W3_JANUARY,2026-01-30,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.1268 cvd60=-21557.75 netTaker30=-11614.66 bounce=0.397
OK-W3_JANUARY-LONG-19,OKX,W3_JANUARY,2026-01-30,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.287 cvd60=-65177.13 netTaker30=-42621.57 bounce=0.643
OK-W3_JANUARY-LONG-20,OKX,W3_JANUARY,2026-01-30,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2059 cvd60=5895.93 netTaker30=-467.24 bounce=0.376
OK-W3_JANUARY-LONG-21,OKX,W3_JANUARY,2026-01-30,NO_CONTROL_CHOP,0.4,LONG,1,0,0,0,0,depth_imb~0,no control,neither side dominant,di=0.0018 cvd60=-64659.53 netTaker30=-49733.59 bounce=1.359
OK-W3_JANUARY-LONG-22,OKX,W3_JANUARY,2026-01-30,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.1441 cvd60=-85747.4 netTaker30=-73017.15 bounce=1.543
OK-W3_JANUARY-LONG-23,OKX,W3_JANUARY,2026-01-31,NO_CONTROL_CHOP,0.4,LONG,0,0,0,1,0,depth_imb~0,no control,neither side dominant,di=0.0314 cvd60=-46604.37 netTaker30=-28491.02 bounce=0.486
OK-W3_JANUARY-LONG-24,OKX,W3_JANUARY,2026-01-31,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0832 cvd60=-16732.68 netTaker30=167.94 bounce=0.638
OK-W3_JANUARY-LONG-25,OKX,W3_JANUARY,2026-01-31,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.1783 cvd60=-37371.47 netTaker30=-7181.88 bounce=1.899
By-W4_APRIL-SHORT-0,Bybit,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.4246 cvd60=38.173 netTaker30=-85.71 bounce=0.131
By-W4_APRIL-SHORT-1,Bybit,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.0115 cvd60=-581.665 netTaker30=-145.638 bounce=0.225
By-W4_APRIL-SHORT-2,Bybit,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.0822 cvd60=-573.389 netTaker30=458.666 bounce=0.409
By-W4_APRIL-SHORT-3,Bybit,W4_APRIL,2024-04-12,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,0,1,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0634 cvd60=-4776.267 netTaker30=-97.969 bounce=1.499
By-W4_APRIL-SHORT-4,Bybit,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.1962 cvd60=-174.61 netTaker30=-17.169 bounce=0.385
By-W4_APRIL-SHORT-5,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.1232 cvd60=-1215.96 netTaker30=32.878 bounce=0.884
By-W4_APRIL-SHORT-6,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.1916 cvd60=-171.702 netTaker30=18.459 bounce=0.227
By-W4_APRIL-SHORT-7,Bybit,W4_APRIL,2024-04-13,NO_CONTROL_CHOP,0.4,SHORT,0,0,0,0,1,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=-0.0316 cvd60=-161.787 netTaker30=37.882 bounce=0.267
By-W4_APRIL-SHORT-8,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.1443 cvd60=1883.379 netTaker30=491.865 bounce=1.056
By-W4_APRIL-SHORT-9,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.0766 cvd60=-858.226 netTaker30=144.504 bounce=2.045
By-W4_APRIL-SHORT-10,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.1213 cvd60=-452.12 netTaker30=-246.815 bounce=0.499
By-W4_APRIL-SHORT-11,Bybit,W4_APRIL,2024-04-14,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.1384 cvd60=-1399.496 netTaker30=-688.28 bounce=0.492
By-W4_APRIL-SHORT-12,Bybit,W4_APRIL,2024-04-14,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0064 cvd60=-316.147 netTaker30=135.46 bounce=0.48
By-W4_APRIL-SHORT-13,Bybit,W4_APRIL,2024-04-14,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.2058 cvd60=-316.356 netTaker30=246.019 bounce=0.558
By-W4_APRIL-SHORT-14,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=-0.4104 cvd60=-228.267 netTaker30=-151.973 bounce=0.393
By-W4_APRIL-SHORT-15,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.3639 cvd60=420.552 netTaker30=328.251 bounce=0.486
By-W4_APRIL-SHORT-16,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.063 cvd60=-398.63 netTaker30=107.018 bounce=0.235
By-W4_APRIL-SHORT-17,Bybit,W4_APRIL,2024-04-16,NO_CONTROL_CHOP,0.4,SHORT,0,0,0,1,0,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=0.0209 cvd60=-1295.791 netTaker30=-377.731 bounce=1.379
By-W4_APRIL-SHORT-18,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.2425 cvd60=-255.417 netTaker30=-11.727 bounce=0.577
By-W4_APRIL-SHORT-19,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.0609 cvd60=209.518 netTaker30=276.374 bounce=0.885
By-W4_APRIL-SHORT-20,Bybit,W4_APRIL,2024-04-16,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0748 cvd60=-2.595 netTaker30=132.35 bounce=0.419
By-W4_APRIL-SHORT-21,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.408 cvd60=215.821 netTaker30=210.04 bounce=0.187
By-W4_APRIL-SHORT-22,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.0706 cvd60=-368.788 netTaker30=57.869 bounce=0.318
By-W4_APRIL-SHORT-23,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.0169 cvd60=251.464 netTaker30=926.211 bounce=1.861
By-W4_APRIL-SHORT-24,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.0157 cvd60=35.265 netTaker30=685.714 bounce=0.827
By-W4_APRIL-SHORT-25,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.2399 cvd60=-304.244 netTaker30=41.619 bounce=0.383
By-W4_APRIL-LONG-26,Bybit,W4_APRIL,2024-04-12,NO_CONTROL_CHOP,0.4,LONG,0,0,0,1,0,depth_imb~0,no control,neither side dominant,di=0.0443 cvd60=-469.706 netTaker30=-494.362 bounce=0.665
By-W4_APRIL-LONG-27,Bybit,W4_APRIL,2024-04-12,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.0892 cvd60=-175.232 netTaker30=-223.62 bounce=0.526
By-W4_APRIL-LONG-28,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.1271 cvd60=-976.756 netTaker30=-824.939 bounce=0.65
By-W4_APRIL-LONG-29,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0772 cvd60=-607.833 netTaker30=-194.544 bounce=0.337
By-W4_APRIL-LONG-30,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0764 cvd60=-689.383 netTaker30=-347.639 bounce=0.492
By-W4_APRIL-LONG-31,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.3944 cvd60=-5090.441 netTaker30=-5199.854 bounce=5.103
By-W4_APRIL-LONG-32,Bybit,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.1324 cvd60=-2409.939 netTaker30=-1234.541 bounce=1.356
By-W4_APRIL-LONG-33,Bybit,W4_APRIL,2024-04-14,NO_CONTROL_CHOP,0.4,LONG,0,0,0,1,0,depth_imb~0,no control,neither side dominant,di=-0.0185 cvd60=-474.596 netTaker30=-394.924 bounce=0.673
By-W4_APRIL-LONG-34,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2448 cvd60=-810.452 netTaker30=-548.244 bounce=0.443
By-W4_APRIL-LONG-35,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2096 cvd60=-1212.588 netTaker30=-820.032 bounce=1.008
By-W4_APRIL-LONG-36,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.1515 cvd60=-1379.282 netTaker30=-1451.076 bounce=1.761
By-W4_APRIL-LONG-37,Bybit,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.1984 cvd60=66.991 netTaker30=-275.923 bounce=0.789
By-W4_APRIL-LONG-38,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2635 cvd60=-379.622 netTaker30=-331.554 bounce=0.608
By-W4_APRIL-LONG-39,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.3925 cvd60=-1001.439 netTaker30=-330.24 bounce=0.588
By-W4_APRIL-LONG-40,Bybit,W4_APRIL,2024-04-15,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.1198 cvd60=-969.011 netTaker30=-865.706 bounce=1.184
By-W4_APRIL-LONG-41,Bybit,W4_APRIL,2024-04-15,NO_CONTROL_CHOP,0.4,LONG,0,0,0,1,0,depth_imb~0,no control,neither side dominant,di=-0.0051 cvd60=-609.861 netTaker30=-440.355 bounce=1.068
By-W4_APRIL-LONG-42,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2656 cvd60=-354.119 netTaker30=-592.08 bounce=0.919
By-W4_APRIL-LONG-43,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0772 cvd60=-1151.133 netTaker30=-1165.825 bounce=1.226
By-W4_APRIL-LONG-44,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.0988 cvd60=-917.627 netTaker30=-729.43 bounce=1.541
By-W4_APRIL-LONG-45,Bybit,W4_APRIL,2024-04-16,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.3468 cvd60=-412.63 netTaker30=-270.606 bounce=0.386
By-W4_APRIL-LONG-46,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.2558 cvd60=-74.819 netTaker30=-341.245 bounce=0.72
By-W4_APRIL-LONG-47,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.2655 cvd60=-308.011 netTaker30=-263.968 bounce=0.626
By-W4_APRIL-LONG-48,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.2352 cvd60=-1736.688 netTaker30=-576.757 bounce=0.76
By-W4_APRIL-LONG-49,Bybit,W4_APRIL,2024-04-17,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0957 cvd60=-1084.644 netTaker30=-435.645 bounce=1.215
OK-W4_APRIL-SHORT-0,OKX,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.3493 cvd60=15706.0 netTaker30=-1773.0 bounce=0.149
OK-W4_APRIL-SHORT-1,OKX,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.0226 cvd60=-29633.0 netTaker30=5472.0 bounce=0.22
OK-W4_APRIL-SHORT-2,OKX,W4_APRIL,2024-04-12,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,1,0,0,0,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.148 cvd60=-25333.0 netTaker30=23007.0 bounce=0.422
OK-W4_APRIL-SHORT-3,OKX,W4_APRIL,2024-04-12,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.0765 cvd60=-257989.0 netTaker30=74832.0 bounce=1.472
OK-W4_APRIL-SHORT-4,OKX,W4_APRIL,2024-04-12,NO_CONTROL_CHOP,0.4,SHORT,0,0,0,0,1,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=0.0141 cvd60=28.0 netTaker30=1292.0 bounce=0.383
OK-W4_APRIL-SHORT-5,OKX,W4_APRIL,2024-04-13,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0239 cvd60=-31759.0 netTaker30=-3326.0 bounce=0.847
OK-W4_APRIL-SHORT-6,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.0481 cvd60=-3722.0 netTaker30=12299.0 bounce=0.23
OK-W4_APRIL-SHORT-7,OKX,W4_APRIL,2024-04-13,NO_CONTROL_CHOP,0.4,SHORT,0,0,0,0,1,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=-0.0084 cvd60=-16297.0 netTaker30=-1553.0 bounce=0.259
OK-W4_APRIL-SHORT-8,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.1847 cvd60=-840.0 netTaker30=2203.0 bounce=2.002
OK-W4_APRIL-SHORT-9,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.14 cvd60=-57146.0 netTaker30=-18705.0 bounce=0.5
OK-W4_APRIL-SHORT-10,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.1796 cvd60=-98627.0 netTaker30=-32068.0 bounce=0.472
OK-W4_APRIL-SHORT-11,OKX,W4_APRIL,2024-04-14,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0124 cvd60=-49867.0 netTaker30=8108.0 bounce=2.122
OK-W4_APRIL-SHORT-12,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.0245 cvd60=-18679.0 netTaker30=10140.0 bounce=0.482
OK-W4_APRIL-SHORT-13,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=-0.6903 cvd60=3618.0 netTaker30=30815.0 bounce=0.539
OK-W4_APRIL-SHORT-14,OKX,W4_APRIL,2024-04-15,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.0425 cvd60=-41727.0 netTaker30=-16390.0 bounce=0.402
OK-W4_APRIL-SHORT-15,OKX,W4_APRIL,2024-04-15,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.2625 cvd60=-29419.0 netTaker30=-8819.0 bounce=0.506
OK-W4_APRIL-SHORT-16,OKX,W4_APRIL,2024-04-15,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.0885 cvd60=-45459.0 netTaker30=12050.0 bounce=0.231
OK-W4_APRIL-SHORT-17,OKX,W4_APRIL,2024-04-16,DISTRIBUTION_INTO_BOUNCE,0.55,SHORT,0,0,0,1,0,bounce>=0.4%; CVD<0 (net selling); ask-heavy depth,"buyers stall, sellers reload at highs",not active markdown: needed a bounce first,di=-0.036 cvd60=-168014.0 netTaker30=-107595.0 bounce=1.364
OK-W4_APRIL-SHORT-18,OKX,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.085 cvd60=-3012.0 netTaker30=11798.0 bounce=0.572
OK-W4_APRIL-SHORT-19,OKX,W4_APRIL,2024-04-16,NO_CONTROL_CHOP,0.4,SHORT,1,0,0,0,0,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=-0.0026 cvd60=40265.0 netTaker30=9838.0 bounce=0.883
OK-W4_APRIL-SHORT-20,OKX,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,0,0,0,1,0,insufficient short evidence,cannot classify short honestly,—,di=0.0286 cvd60=26551.0 netTaker30=33382.0 bounce=0.409
OK-W4_APRIL-SHORT-21,OKX,W4_APRIL,2024-04-16,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.0359 cvd60=41952.0 netTaker30=6880.0 bounce=0.185
OK-W4_APRIL-SHORT-22,OKX,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=-0.063 cvd60=-50230.0 netTaker30=-8603.0 bounce=0.324
OK-W4_APRIL-SHORT-23,OKX,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,1,0,0,0,0,insufficient short evidence,cannot classify short honestly,—,di=0.2134 cvd60=-39770.0 netTaker30=-9835.0 bounce=0.281
OK-W4_APRIL-SHORT-24,OKX,W4_APRIL,2024-04-17,NO_CONTROL_CHOP,0.4,SHORT,0,0,0,1,0,depth_imb~0; balanced taker flow,no capital control,neither side dominant,di=0.0255 cvd60=-114296.0 netTaker30=3964.0 bounce=1.838
OK-W4_APRIL-SHORT-25,OKX,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=-0.0648 cvd60=-17193.0 netTaker30=238.0 bounce=0.722
OK-W4_APRIL-SHORT-26,OKX,W4_APRIL,2024-04-17,UNKNOWN,0.25,SHORT,0,0,0,0,1,insufficient short evidence,cannot classify short honestly,—,di=0.1867 cvd60=-4437.0 netTaker30=22249.0 bounce=0.376
OK-W4_APRIL-LONG-27,OKX,W4_APRIL,2024-04-12,NO_CONTROL_CHOP,0.4,LONG,0,0,0,1,0,depth_imb~0,no control,neither side dominant,di=-0.0207 cvd60=-51433.0 netTaker30=-45201.0 bounce=0.659
OK-W4_APRIL-LONG-28,OKX,W4_APRIL,2024-04-12,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.2765 cvd60=-39623.0 netTaker30=-6404.0 bounce=0.536
OK-W4_APRIL-LONG-29,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0996 cvd60=-55871.0 netTaker30=-35091.0 bounce=0.635
OK-W4_APRIL-LONG-30,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,0,1,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.1242 cvd60=-81334.0 netTaker30=-14053.0 bounce=0.325
OK-W4_APRIL-LONG-31,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.0533 cvd60=-57485.0 netTaker30=-23001.0 bounce=0.492
OK-W4_APRIL-LONG-32,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0646 cvd60=-207328.0 netTaker30=-232767.0 bounce=4.906
OK-W4_APRIL-LONG-33,OKX,W4_APRIL,2024-04-13,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0973 cvd60=-20219.0 netTaker30=-23340.0 bounce=1.334
OK-W4_APRIL-LONG-34,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0907 cvd60=-75086.0 netTaker30=-49894.0 bounce=0.649
OK-W4_APRIL-LONG-35,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.0533 cvd60=-60323.0 netTaker30=-38278.0 bounce=0.428
OK-W4_APRIL-LONG-36,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,0,0,0,1,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=0.1029 cvd60=-103850.0 netTaker30=-73204.0 bounce=0.999
OK-W4_APRIL-LONG-37,OKX,W4_APRIL,2024-04-14,NO_CONTROL_CHOP,0.4,LONG,1,0,0,0,0,depth_imb~0,no control,neither side dominant,di=0.0418 cvd60=-74856.0 netTaker30=-72974.0 bounce=1.725
OK-W4_APRIL-LONG-38,OKX,W4_APRIL,2024-04-14,UNKNOWN,0.25,LONG,1,0,0,0,0,long counter-trend without clean absorption,reversal-watch unconfirmed,—,di=-0.079 cvd60=-10636.0 netTaker30=-27303.0 bounce=0.802
OK-W4_APRIL-LONG-39,OKX,W4_APRIL,2024-04-15,NO_CONTROL_CHOP,0.4,LONG,0,0,0,0,1,depth_imb~0,no control,neither side dominant,di=-0.0195 cvd60=-77364.0 netTaker30=-34635.0 bounce=0.599
